index,offer_id,filename,public_url
1876,lc-519888A25,1876_lc-519888A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1876_lc-519888A25.jpg
1877,lc-518875A25,1877_lc-518875A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1877_lc-518875A25.jpg
1878,lc-511050A24,1878_lc-511050A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1878_lc-511050A24.jpg
1879,lc-511050A25,1879_lc-511050A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1879_lc-511050A25.jpg
1880,lc-511086A24,1880_lc-511086A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1880_lc-511086A24.jpg
1881,lc-511086A25,1881_lc-511086A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1881_lc-511086A25.jpg
1882,lc-519813A25,1882_lc-519813A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1882_lc-519813A25.jpg
1883,lc-519895A26,1883_lc-519895A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1883_lc-519895A26.jpg
1884,lc-512277A25,1884_lc-512277A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1884_lc-512277A25.jpg
1885,lc-544983A24,1885_lc-544983A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1885_lc-544983A24.jpg
1886,lc-610891A24,1886_lc-610891A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1886_lc-610891A24.jpg
1887,lc-610891A25,1887_lc-610891A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1887_lc-610891A25.jpg
1888,lc-610891A26,1888_lc-610891A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1888_lc-610891A26.jpg
1889,lc-611566A26,1889_lc-611566A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1889_lc-611566A26.jpg
1890,lc-610892A26,1890_lc-610892A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1890_lc-610892A26.jpg
1891,lc-611506A26,1891_lc-611506A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1891_lc-611506A26.jpg
1892,lc-527468A26,1892_lc-527468A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1892_lc-527468A26.jpg
1893,lc-610876A26,1893_lc-610876A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1893_lc-610876A26.jpg
1894,lc-611567A26,1894_lc-611567A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1894_lc-611567A26.jpg
1895,lc-610877A23,1895_lc-610877A23.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1895_lc-610877A23.jpg
1896,lc-610877A26,1896_lc-610877A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1896_lc-610877A26.jpg
1897,lc-611519A26,1897_lc-611519A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1897_lc-611519A26.jpg
1898,lc-611524A24,1898_lc-611524A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1898_lc-611524A24.jpg
